Product Name,Brand,Calories (kcal),Proteins (g),Fat (g),Sugar (g),Salt (g),Carbohydrates (g),Code,Ingredients Text,Serving Suggestions
Chicken & Vegetable broth,Sainsbury's,40.0,2.5,1.8,,,3.4,01800982,"Water, Carrot (8%), Onion, Swede (6%), Leek (5%), British Chicken Thigh (3%), Kale (3%), Chicken Thigh (3%) (British Chicken Thigh, Chicken Stock (Water, British Chicken Carcass), Salt, Cornflour), Celery, Roast Chicken Stock (Water, British Chicken Carcass, Onions, Carrots, Leeks, Parsley, Garlic, White Pepper, Bay Leaf), Cornflour, British Chicken Fat, Rapeseed Oil, Salt, Garlic Purée, Thyme Leaves, Black Pepper, Sage.",N/A
6 Free Range British Eggs Large,Sainsbury's,143.0,14.1,9.6,0.5,,0.5,01217117,Free range eggs.,N/A
Crousty Chicken Long Filet's,Le gaulois,184.0,18.0,7.0,1.2,1.1,12.0,3266980784614,"Ingrédients (à la mise en œuvre) :

Aiguillettes de poulet : 64 %, panure 19 % (eau, farine de BLÉ, cornflakes (maïs, sucre, sel, extrait de malt d'ORGE), sel, levure), eau, dextrose de blé, fécule de pomme de terre, sel, arôme naturel, gélifiant : carraghénanes. Huile de tournesol.

Peut contenir des traces de lait

Malgré toute la vigilance apportée à la fabrication de ce produit, nous ne pouvons vous garantir l'absence totale de tout petits morceaux d'os.",N/A
Vegan Chicken Free Slices,Quorn,94.0,11.0,2.3,0.5,1.3,4.1,5019503034189,"Mycoprotein (83%), Water, Flavourings, Gelling Agents (Agar, Locust Bean Gum), Preservative (Potassium Sorbate).",N/A
Chicken tikka,The Gym Kitchen,96.0,8.5,1.7,1.8,0.295,13.2,5060084345539,"cooked spiced brown rice (56%) [tomato passata, water, brown rice, onions, coconut milk, garlic purée, ginger purée, salt, cumin seeds, turmeric, chilli powder, cardamom, cinnamon powder], cooked marinated chicken breast (21%) [chicken breast, tomato paste, ģinger purée, garlic purée, yogurt powder (milk), cornflour, green chilli purée, salt, chilli powder, fenugreek, coriander powder, cumin powder, ginger powder, cinnamon powder, black pepper, mace, star anise, turmeric, basil flakes], cauliflower (11%), green'lentils (7%), spring greens (5%).",N/A
Savoury Chicken Flavour Rice,Ben’s Original,153.0,3.36,2.18,0.727,0.43,29.1,5010034013957,"Steamed parboiled long grain rice (86%), carrot (3.1%), red pepper (3.1%), sweetcorn (3.1%), sunflower oil, natural flavouring, onion powder, salt, yeast extract, acid (citric acid), garlic powder, spices.",N/A
Gésiers de volaille confits,Le Gaulois,171.0,24.0,8.4,0.0,1.2,0.0,3266980035303,"Gésiers de poulet et gésiers de dinde en proportions variables : 87%, graisse de canard : 1,6%, sel, arômes naturels, sirop de glucose, conservateur : nitrite de sodium, antioxydant: érythorbate de sodium.",N/A
Chicken breast slices,Tesco,123.0,26.2,1.9,0.1,0.43,0.1,5057008920361,"Chicken Breast (98%), Cornflour, Mineral Sea Salt, Stabilisers (Pentapotassium Triphosphate. Pentasodium Triphosphate), Chicken Extract, Water, Salt",N/A
Chicken & sweet pepper poke,Yo!,137.0,6.21,2.1,5.52,0.949,23.4,5035272937483,"Cooked rice (water, rice, sugar, spirit vinegar, rice vinegar, salt, rapeseed oil, fructose-glucose syrup, cane molasses), sliced chicken breast (13%) (chicken breast, salt, cornflour), soy sesame dressing (10%) (water, soy sauce (water, soya beans, wheat, salt, alcohol), sugar, rice vinegar, sesame seed oil, modified maize starch, onion purée, spirit vinegar, apple juice concentrate, ginger purée, lemon juice concentrate, lime juice concentrate, garlic powder, white pepper), spicy edamame beans (8%) (edamame beans (soya), spring onion, white sesame seeds, red pepper powder), pickled red cabbage (3%) (red cabbage, rice vinegar, sugar, salt), grilled red pepper (3%), grilled yellow pepper (3%), carrot (1%), white sesame seeds, black sesame seeds.",N/A
Chicken Dippers,Birds Eye,259.0,13.0,13.0,0.7,0.935,22.0,5000116123902,"Chicken Breast 45%, Water, Rapeseed Oil, Flour (WHEAT, Maize), Starch (Pea, Tapioca, Maize, WHEAT), Salt, Raising Agents (Disodium Diphosphates, Sodium Bicarbonate), Dextrose, Natural Flavourings, Colour (Caramel), Onion Powder, White Pepper, Calcium Carbonate, Iron, Niacin, Thiamin.",N/A
Nuggets de pollo,Hacendado,230.0,10.4,13.4,2.1,1.1,16.6,8480000633231,"Carne de pollo separada mecánicamente (39%), pechuga de pollo (16%), preparado para empanar (harina de trigo, agua, aceite de oliva, sal gasificantes (E-450i, E-500i), harina de trigo, aceite de girasol, agua, almidón modificado, pan rallado (harina de trigo, agua, sal y levadura), sal, almidón de trigo, dextrosa, fibra vegetal, almidón de maíz, gasificantes (E-500i, E-450i)",N/A
Piratki Filet z Kurczaka,Pikok,104.0,22.0,1.0,1.6,1.9,1.7,20690069,"98 % filet z piersi kurczaka, sól, glukoza, cukier, ekstrakt drożdżowy, ekstrakty przypraw, kultury startowe bakterii.",N/A
Like Chicken,Like Meat,104.0,18.0,1.7,0.0,1.8,1.1,4260380665015,"Wasser, Sojaproteinkonzentrat 25 %, Sonnenblumenöl, natürliches Aroma, Speisesalz, Aroma, Gewürze.",N/A
Ramen noodle soup chicken flavor,"Maruchan,Maruchan  Inc.",442.0,9.3,16.3,2.33,4.42,62.8,0041789002113,"enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrat riboflavin, folic acid), vegetable oil (contains one or more of the following: canola preserved by tbhq, contains less than 1% of: salt, potassium carbonate, soy sauce (water, wheat, soybean, salt), sodium carbonate, sodium hexametaphosphate, tripolyphosphate, 
soup base ingredients: salt, sugar, contains less than 1% of: monosodium glutamate, maltodextrin, spices (celery seed), hydrolyzed corn protein, hydrolyzed wheat protein, hydrolyzed so natural flavors, dehydrated vegetables (chive, garlic, onion), disodium guanylate, disocium knosinate yeast extract. vegetable oil (palm), lactose, powdered cocked chicken contains wheat, soy and eile ingredients. manufactured in a facility that ai so processes crustacean shellfish and sesame products.",N/A
Tagliatelles au Poulet sauce Pesto,Fleury Michon,139.0,6.3,5.7,2.2,0.6,15.0,3302740030901,"Pâtes tagliatelles 37% (eau, semoule de blé dur, curcuma), tomates cerises 13%, émincés de viande de cuisse de poulet traité en salaison rôti 13% (viande de cuisse de poulet 11%, eau, amidon de tapioca, dextrose, sel), concassé de tomates 9,4% (tomates, jus de tomates, jus de citron concentré), eau, crème fraîche, crème de riz, mozzarella 2,3% (lait pasteurisé, ferments lactiques, sel, anti-agglomérant : amidon de pommes de terre), basilic 2,1%, huile de colza, épinards, oignons, parmesan 0,7%, amidon de riz, fromage à pâte dure, ciboulette, huile d'olive vierge 0,4%, sel, échalotes, concentré de tomates, ail, pignons de pin 0,07%, curcuma, poivre, thym.

Viande de poulet origine UE.

Traces éventuelles de arachides, fruits à coque, sésame.",N/A
Chicken,Oxo,30.0,1.0,2.0,0.0,27.5,2.0,5000175411118,"INGREDIENTS (GREATEST FIRST): Wheatflour, Salt, Dried Glucose Syrup, Flavour Enhancer (Monosodium Glutamate), Yeast Extract, Flavouring, Chicken Fat (chicken), Potato Starch, Sugar, Chicken Extract (2%), Onion Extract, Colour (Ammonia Caramel). Allergy Advice: contains wheat, gluten.",N/A
Escalope cordon bleu de poulet 100% filets,Père Dodu,202.0,14.0,9.1,1.5,1.2,15.0,3596690128041,"Filets de poulet 40,8%, eau, farine de blé, viande de dinde 11%, fromages, amidons modifiés, arômes* (céleri), dextrose, sel, protéines de blé, protéines de lait, beurre, fibres de blé, lait écrémé en poudre, levure, sel de fonte: citrate de sodium, épices, antioxydant: acide ascorbique, conservateur: sorbate de potassium. Huile de tournesol.",N/A
Salade poulet rôti bacon fromage,Sodebo,185.0,8.1,9.7,4.4,0.81,15.0,3242274005658,"Salade composée 80%; spécialités céréalières cuites (eau, semoule de blé dur, (EUF, sel, curcuma),  Œuf, salade 11%, viande de poulet, carottes, tomates, fourme d'Ambert AOP, viande de porc, jus de citron, huile de colza et/ou tournesol, eau, amidon et/ou fécule, sucre, dextrose, ferments, conservateur : nitrite de sodium, antioxydant: acrobate de sodium, sel, arôme naturel, fumée, plantes aromatiques, extrait d'épice
Sauce Caesar 7%; eau, huile de colza, parmesan 0,8%, jaune d'œuf, jus de citron, oignon, graines de moutarde, vinaigre d'alcool, farine de BLE, sel, poivre, basilic, ail.
Cookie au chocolat 7%: sucre, farine de blé, œuf, beurre, huile de colza, pâte et beure de cacao, poudre de cacao maigre, dextrose, poudre à lever : bicarbonate de sodium, émulsifiants: lécithines, arôme naturel, sel.
Sachet d'accompagnements secs 6%; farine de BLE, son de blé, fibre de blé, semoule de blé dur, beurre, huile d'olive vierge, huile de colza, eau, levure boulangère, sucre, amidon et/ou fécule, sel, graines de pavot, arôme naturel.",N/A
Instant noodles chicken flavour,Make In Minutes By Aldi,143.0,3.29,6.21,0.714,0.301,17.3,4088600260457,"noodles (94%) (wheat flour, palm ofl, sugar, lodised salt(salt, potassium lodate]), maltodextrin, flavour enhancers: monosodium glutamate, disodium 5-ribonudestides, sugar, lodised salt (salt, potassium lodate), flavouring (contains egg), wheat flour, onion powder, yeast extract, garlic powder, turmeric powder, acidity regulator: citic acid, whole milk powder, dried parsley, black pepper, turmeric extract, colour, plain caramel,",N/A
Risotto au poulet et aux cèpes,Toque du Chef,121.0,5.68,5.6,0.8,0.67,12.0,4056489194965,"Eau, riz cuit 23%, poulet traité en salaison (poulet 13% (Origine : Pologne), amidon de tapioca, dextrose, sel), crème fraîche 12%, crème de riz, cèpes 3.4%, champignons de Paris 2.9%, vin blanc 2.1%, oignons 2%, amidon de riz, fromage à pâte dure, huile de colza, farine de blé, sel, ciboulette 0.2%, poudre de cèpes, poivre. Malgré tout le soin apporté à l'élaboration de ce plat, vous pouvez trouver exceptionnellement quelques morceaux d'os.",N/A
Chicken Nuggets,BirdsEye,260.0,14.1,13.0,0.543,0.812,20.7,5000116126309,"OUR INGREDIENTS... Chicken Breast (46%), Flour (WHEAT, Wholegrain WHEAT, Maize), Rapeseed Oil, Water, Starch (WHEAT, Maize), Salt, Spices, Yeast, Natural Flavouring, Onion Powder, Garlic Powder, Calcium Carbonate, Iron, Niacin, Thiamin.",N/A
Roast Chicken Breast,Tesco Finest,134.0,27.4,2.5,0.1,0.54,0.1,5059697694509,"Chicken Breast, Chicken Extract, Sea Salt, Salt, Colour (Plain Caramel), Chicken Fat, Yeast Extract, Cornflour, Antioxidant (Extracts of Rosemary). Prepared from 114g of British chicken per 100g of Roasted Chicken Breast. Caution Although every care has been taken to remove bones, some may remain. STORAGE Keep refrigerated.",N/A
HERTA KNACKI Saucisses 100% Poulet x10 - 350g,"Nestlé, Herta, Knacki",203.4,15.0,15.0,1.2,1.8,2.1,7613035289291,"Viande séparée mécaniquement de poulet 57,6%, peau de poulet, eau, sel, isolat de protéines de pois, dextrose, LACTOSE, arômes (BLE), antioxydant : isoascorbate de sodium, conservateur : nitrite de sodium, ferments.",N/A
12 British Free Range Eggs Medium,Sainsbury's,131.0,12.6,9.0,0.5,0.383,0.5,01454468,Eggs.,N/A
Hähnchenbrust,"Finesse, Herta, Herta Finesse",104.0,21.0,1.8,1.0,2.1,1.0,4000582370597,"89% Hähnchenbrustfilet, 8% Geflügelbouillon (Wasser, Hühnchenhaut, Hühnchenfleisch, Zucker, Salz, Maisstärke, Hühnchenfett, Zwiebelsaftkonzentrat), Salz, Dextrose, Konservierungsstoffe: Kaliumacetat, Natriumacetate und Natriumnitrit, Stabilisator: Triphosphate, Antioxidationsmittel: Natriumascorbat; Aroma.",N/A
Blanc de poulet sans nitrite,Saint Alby,109.0,21.6,2.1,0.8,0.0,0.8,4056489613329,"90% filet de poulet (Origine: France), arômes naturels**, sel, sucre, bouillon (eau, arôme naturel, oignon, ail, poivre noir, noix de muscade, clou de girofle, thym, laurier), antioxydant: acide ascorbique; colorant: caramel ordinaire. **Présence naturelle de polyphénols.",N/A
Émincé de poulet rôti,Fleury Michon,167.0,22.0,8.4,0.8,1.1,0.8,3302740021220,"cuisse de poulet, bouillon ( eau, os de poulet, ail, plantes aromatiques, épices ), acidifiant : lactate de potassium, sel, fécule de manioc, chlorure de potassium, dextrose, arôme naturel.",N/A
MAGGI poule aux vermicelles 3X59g,Maggi,21.0,0.8,0.5,0.5,0.54,3.7,8445290867315,"Vermicelles 64% (semoule de BLE dur), fécules, sel de cuisine, sucre, arômes (BLE), volaille 3,7%, : graisse de poulet, extrait de poulet 1,1% ; carotte, oignon, extrait de levure, curcuma, persil, poivre blanc, antioxydant : extraits de romarin ; extraits de clou de girofle et d'ail. Peut contenir : CELERI,OEUFS,LAIT,MOUTARDE,SOJA.",N/A
Tilda Basmati Rice,"Tilda, British Oakham Chicken",351.0,7.8,0.8,0.5,0.03,77.7,5011157630229,Basmati Rice,N/A
Chicken Stock Cubes,Newgate,7.11,0.111,0.4,0.0222,0.343,0.8,20995201,"Salt, Potato Starch, Palm Fat, Sugar, Yeast Extract, 2% Chicken Fat, Natural Flavourings, 1% Chicken Powder, (Chicken Skin, Chicken Meat), Onion, Spices, Herbs, Acid: Citric Acid; Caramelised Sugar Syrup, Maltodextrin. Allergy Advice May contain Celery, Egg, Milk, Mustard, Soya and Cereals containing Gluten.",N/A
Instant soup with chicken flavor,REEVA,413.0,7.5,18.9,1.6,5.5,51.7,4820179256918,",quot,noodles (91,1%): high quality wheat flour, vegetable oil (palm oil, sunflower oil (rich oleic) in variable proportions), drinking water, food salt, acidity regulators: e501і, e330, stabilizers: e452і,  e451і, coloring: e160a(і),   soup base (6,7%): added salts, taste and aroma enhancers: e621, e631, e627, maltodextrin, sugar, dried tomato powder (0,2%), flavors, dried onion powder (0,1%), dried parsley (  0,07%),  potato starch, ground red pepper, vegetable oil (palm oil, sunflower oil (rich oleic) in variable proportions), coloring: e101і,   seasoned oil (2,2%): refined sunflower oil, aroma, antioxidant: е306,  the product may contain small amounts of celery, eggs and milk,,quot,",N/A
Thai Green Chicken Noodles Soup,Yorkshire Provender,56.0,2.8,2.7,1.4,0.0015,4.4,5056053308667,"Water, vegetables (35%) (potato, onion, butternut squash, carrot, mixed peppers, spinach), chicken (5%), creamed coconut, rice noodles (2%) (rice flour, water), Thai green curry paste (water, salt, rapeseed oil, onion juice concentrate, spinach powder, garlic powder, lime juice from concentrate, jalapeño powder, cumin, ginger, lemongrass, coriander, galangal, turmeric, black pepper], ginger purée, vegetable bouillon [salt, potato starch, dried vegetables of which Carbohy Fibre Salt celeriac (celery), onion, garlic, tomato), spices (celery, turmeric, black pepper, mace, nutmeg), herbs (lovage, parsley)], fresh Yorkshire Protein coriander, lime juice, lemongrass, garlic purée, red chilli, ground coriander, lime leaves, ground cumin, salt. Subject to seasonal availability approx. May to October. We take great care to remove all bones; occasionally some may remain. Let's heat: Shake well before heating. Microwave: Remove lid and replace lightly: 900W 5 1/2 mins stirring halfway through. Allow to stand for 1 minute. Careful, it's hot! Hob: Heat for 6 mins over a moderate heat or until piping hot, stirring frequently. Stay delicious: Keep refrigerated. Once opened eat within 2 days. Suitable for freezing. Use within 1 month, defrost thoroughly before heating and use the same day. Use by: see lid. www.yorkshireprovender.co.uk O Yorkshire Provender, Templar House, 4225 Park Approach, Thorpe Park, Leeds, LS15 8GB, UK. Hain Celestial Ireland, Em Court, Boreenmanna Road, Cork, T12 HHW2, Ireland. (as sold) Energy Fat Pot contains *Contains natural 5600 CPOT POTA www. 5056055",N/A
Chicken stock,Sainsbury's inspired to cook,8.0,14.0,0.5,0.5,0.65,0.5,01635706,"Water, Chicken Bones, Chicken (0.8%), Salt, Cornflour, Tomato Paste, Carrot, Leek, Onion, Garlic, Bay Leaf, Parsley, Sugar, Mushroom Extract, Balsamic Vinegar, Olive Oil, Thyme",N/A
"Nissin, top ramen, ramen noodle soup, chicken","Nissin,  Nissin Foods (Usa) Co.  Inc.",447.0,10.6,16.5,0.0,2.32,62.4,0070662010037,"enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), palm oil, salt, contains less than 2% of autolyzed yeast extract, calcium silicate, citric acid, disodium guanylate, disodium inosinate, dried leek flake, garlic powder, hydrolyzed corn protein, hydrolyzed soy protein, maltodextrin, monosodium glutamate, natural and artificial flavor, onion powder, potassium carbonate, powdered chicken, rendered chicken fat, sodium alginate, sodium carbonate, sodium tripolyphosphate, soybean, spice and color, sugar, tbhq (preservative), wheat,",N/A
Ready To Eat Roast Chicken Breasts,Tesco,158.0,21.4,7.3,0.6,0.64,1.3,5051898591489,"Chicken Breast, Rice Flour, Potato Starch, Cornflour, Dextrose, Stabiliser (Pentasodium Triphosphate), Brown Sugar, Salt, Rapeseed Oil. Prepared from 101g of Thai chicken breast fillet per 100g of roast chicken breast fillet.",N/A
Burford Browns 6 Free Range Eggs Medium,Clarence Court,131.0,12.6,9.0,,0.39,0.0,5000306004301,Free Range Eggs.,N/A
Chicken and Veg Big Soup,Heinz Big Soup,50.0,3.1,0.7,1.8,0.5,7.8,5000157062772,"Water, Carrots (15%), Potatoes (14%), Chicken (8%), Peas (5%), Onions (4%), Modified Cornflour, Wheat Flour (contains Calcium, Iron, Niacin, Thiamin), Yeast Extracts, Salt. Flavourings (contain Milk), Herb, Colours - Plain Caramel and Beta-carotene",N/A
Rillettes poulet rôti,Bordeau Chesnel,330.0,16.8,29.0,0.5,1.0,0.5,3024720026543,"chicken meat of french origin 90%, duck fat, carrots, salt, honey, alcohol vinegar, spices and aromatic plants,",N/A
Free Range Egg White,Two Chicks,48.0,10.9,0.17,0.71,0.4025,0.73,5060150940002,"Egg Whites, Guar Gum",N/A
Blanc de poulet 100% filet,Fleury Michon,100.0,21.0,1.6,0.5,1.5,0.5,3302740057113,"Filet de poulet 96%, bouillon (eau, os de poulet, plantes aromatiques, ail, épices, oignon, poireau, céleri, carotte), sel, arômes naturels (présence naturelle de polyphénols), antioxydant : acide ascorbique, dextrose, colorant : caramel ordinaire.",N/A
Pollo al curry,Hacendado,136.0,8.2,5.0,1.4,3.36,14.0,8480000608314,"Salsa curry (35%): agua, cebolla, tomate (tomate y corrector de acidez [ácido cítrico]), leche de coco (extracto de coco y agua), aceite de girasol, especias (especias y harina de maíz), almidón, pasta de ajo (ajo, sal y corrector de acidez (ácido cítrico]), sal, aroma natural y colorante (caroteno de algas); arroz cocido (35%): agua, arroz basmati, aceite de girasol, semillas de amapola, sal y emulsionante (lecitina de soja); dados de pollo asados (30%): carne de pollo*, sal y especias (especias y harina de maíz).*Se han utilizado 105 g de pollo fresco para obtener 100 g de dados de pollo asados. Envasado en atmósfera protectora. ALÉRGENOS: Soja. Contiene trazas de gluten, mostaza, apio, sésamo, leche y derivados.",N/A
Fridge Raiders,Fridge raiders,191.0,22.2,8.89,0.889,,3.11,5000342000312,"Chicken Breast (91%), Vegetable Oils (Soya Bean Sunflower, Rapeseed), Seasoning (Salt, Yeast Extrect Garlic, Onion, Sage, Stabiliser: Sodium Tripolyphosphate, Flavourings), Rusk (Wheat Flour, (Wheat Flour, (Calcium Carbonate, Iron, Niacin, Thiamin), Salt, Raising Agent: Ammonium Bicarbonate),Tapioca Starch, Dextrose.",N/A
Sensations Roasted Chicken & Thyme Flavour Potato Crisps,Walkers,488.0,6.9,26.0,2.5,1.95,53.0,5000328197685,"Potatoes, vegetable oils (sunflower, rapeseed, in varying proportions), roasted chicken and thyme seasoning (dried _milk_  whey, flavourings, salt, sugar, dried onion, parsley, potassium chloride, dried chicken, mixed spices, thyme, colour (paprika extract)), salt, firming agent (calcium chloride).",N/A
Quixo for chicken gravy granules,,,,,,,,4088600227368,"potato starch, palm oil, maltodextrin, salt, wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), flavouring, colour: ammonia caramel, flavour enhancers: monosodium glutamate, disodium guanylate, emulsifier: lecithins (soya),",N/A
Chicken stock pots,aldi,5.0,0.5,0.5,0.5,0.95,0.5,4088600144252,"concentrated chicken stock (61%) (water, chicken), salt, sunflower oil, flavourings, sugar, chicken fat (2%) (chicken fat (chicken), antioxidant: extracts of rosemary), yeast extract, gelling agents: xanthan gum, agar, colour: plain caramel, dehydrated vegetables (carrot, leek), turmeric, parsley,",N/A
Free Range Eggs,Lidl,131.0,12.6,9.0,,0.3825,0.0,4056489175315,170453100-,N/A
Like Grilled Chicken,Like Meat,116.0,20.0,1.7,0.0,2.0,1.1,4260380665039,"Wasser, Sojaproteinkonzentrat 24%, Sonnenblumenöl, natürliche Aromen, Paprika 1,7%, Meersalz, Gewürze, Kräuter, Zucker, Paprikaextrakt, Dextrose.",N/A
Tesco Finest Chicken and Chestnut Mushroom With Basmati Rice,Tesco,46.0,2.5,1.3,1.1,0.54,5.7,5057967462919,"In bold. Caution Although every care has been taken to re...ove bones, some may remain. Recycling after purchase CLEAN/LID ON POT tions ½ of a pot (300g) 593kJ/",N/A
Chicken stock cubes,Bramwells,330.0,5.99,25.0,3.0,40.9,20.0,4088600243610,"Salt, Palm Oil, Corn Starch, Yeast Extract, Maltodextrin, Flavouring, Chicken Fat, Sugar, CHICKEN POWDER (1%), Dried Parsley, Onion Extract, Carrot Extract, Antioxidant: Extracts of Rosemary.",N/A
Crispy breaded chicken tenders,Marks & Spencer,192.0,18.4,7.93,0.933,0.633,10.9,00254243,"Chicken Breast (68%)- Wheatflour contains Gluten (with Wheatflour, Calcium Carbonate, Iron, Niacin, Thiamin) Water Rapeseed Oil Durum Wheat Semolina (contains Gluten) Rice Flour - Wheat Gluten Salt Wheat Starch (contains Cluten) Wheat Protein (contains Gluten) Chicken Stock (Water Chicken Bones Salt Chicken Fat) Yeast Vinegar Concentrated Lemon Juice Yeast Extract Sugar Dried Onions Dried Garlic Ground - White Pepper Dried Sage. For allergens see ingredients in bold.",N/A
"Poulet à la crème et aux champignons, farfalles",Marie,157.0,8.5,8.2,1.0,0.67,12.0,3166352968386,"Farfalles cuites 28,3% (eau, semoule de _blé_ dur, _œufs_ de poules élevées en plein air, huile de colza), poulet mariné et cuit 25% (viande de poulet origine France 24,5%, sel, sucre, jus de citron), eau, _crème_ fraîche 12,3%, champignons de Paris 10,4%, farine de _blé_, carottes, fond de volaille (jus et graisse de volaille : poulet - dinde - canard - oie; carottes, sel, plantes aromatiques), échalotes, huile de colza, persil 0,7%, ail, jus de champignon concentré, huile de tournesol, sel, curcuma, poivre.",N/A
HERTA KNACKI Saucisses 100% Poulet x4 - 140g,"Nestlé, Herta, Knacki",203.4,15.0,15.0,1.2,1.8,2.1,7613035286733,"Viande séparée mécaniquement de poulet 57,6%, peau de poulet, eau, sel, isolat de protéines de pois, dextrose, LACTOSE, arômes (BLE), antioxydant : isoascorbate de sodium, conservateur : nitrite de sodium, ferments.",N/A
4 Chicken Burgers,Birds Eye,258.0,13.8,12.4,1.0,0.74,22.0,5000116101641,"Chicken Breast (46%), Water, Flour (WHEAT, Wholegrain WHEAT), Rapeseed Oil, Onion, Yeast, Salt, Colour (Paprika Extract), Calcium Carbonate, Iron, Niacin, Thiamin.",N/A
,Sokołów,186.0,15.5,13.0,0.5,0.00425,1.7,5906712808277,"Meat 90% (chicken meat 85%, veal meat 5%), potato starch, salt, aromas, spices, spice extracts",N/A
Blanc de poulet -25% sel,"Lidl, Saint Alby",109.0,21.0,2.4,0.8,1.28,0.8,4056489276739,"88% viande de filets de poulet (Origine : France, Pologne, Hollande, Allemagne), eau, dextrose, sel, sels minéraux marins (potassium, magnésium, calcium), sucre, arômes naturels, oignon en poudre, ail en poudre, feuilles de laurier, thym, poivre noir, noix de muscade, clou de girofle, gélifiant : carraghénanes; conservateur: nitrite de sodium; colorant (de surface): caramel ordinaire.",N/A
Katsu Chicken Poke Bowl,M&S,142.0,6.7,2.7,7.4,1.175,22.3,29075713,"Cooked Brown Rice (39%) (Water Brown Rice Cooked Chicken (17%) (Chicken Breast (68%) Wheatflour contains Gluten (with Wheatflour, Calcium Carbonate, Iron, Niacin, Thiamin) Water Rapeseed Oil Durum Wheat Semolina (contains Gluten) Rice Flour Wheat Gluten Salt Wheat Starch (contains Gluten) Wheat Protein (contains Gluten) Chicken Stock (Water Chicken Bones Salt Chicken Fat) Yeast Vinegar Concentrated Lemon Juice Dried Garlic Dried Onions Sugar - Yeast Extract - Ground White Pepper Dried Sage). Curried Mayonnaise Dressing (14%) Cucumber. Spinach. Edamame Soybeans (5%). Vinegar Infused Carrot (Carrots Rice Vinegar Sugar Salt): Vinegar Infused Mooli (Mooli Beetroot Juice Rice Vinegar Sugar Vinegar) Toasted Sesame Seed Oil - Water Sesame Seeds Salt Sugar Soybeans Black Sesame Seeds Wheat (contains Gluten) - Coriander. CURRIED MAYONNAISE DRESSING contains Vegetable Oil (Sunflower/Rapeseed) - Water Sugar Lime Juice Rice Vinegar Coconut Extract Salt Tomato Paste Curry Powder (Coriander Seeds . Turmeric . Fenugreek Seeds Cumin Seeds Black Pepper Salt Dried Chillies Dried Garlic Dried Ginger Caraway Seeds Dried Onions) Cornflour White Wine Vinegar Pasteurised Egg Pasteurised Egg Yolk Soybeans Wheat (contains Gluten). Turmeric - Garlic Purée.",N/A
Oeufs Plein air Bleu Blanc Coeur - Boîte de 6,"U, U Bio",140.0,13.0,9.8,0.5,0.31,0.5,3256224255055,_œufs_,N/A
Oeufs frais x6,"Moisson, Volaé",140.0,13.0,9.8,0.0,0.31,0.0,3250390181569,Oeufs,N/A
"Chicken, Canned Chicken Breast",Kirkland Signature,107.0,23.2,1.79,,1.21,0.0,0096619488827,"Chicken breast meat, water, seasoning (salt, modified food starch,
sodium phosphates, chicken broth and natural flavors).",N/A
2 Panés façon milanaise,Le gaulois,245.0,14.0,14.0,1.4,1.1,15.0,3266980781583,"Ingrédients (à la mise en œuvre) : 

Viande de volaille traitée en salaison 73% (viande de poulet origine France : 37%, viande de dinde origine France 19%, eau, fibre de BLÉ, dextrose de blé, sel, arôme naturel, panure aromatisée au citron 27% (eau, farine de BLÉ, GLUTEN de BLÉ, levure, sel, épices, antioxydant : acide ascorbique, persil, arôme, huile et arôme de citron: 0,1%). Huile de tournesol.

Peut contenir des traces de lait.",N/A
Butter Chicken,Patak’s,101.0,1.1,6.6,4.9,0.58,8.7,5011308505062,"Water, Onion, Tomato (10%), Single Cream based sauce with fenugreek & green cardamom. (MILK) (9%), Butter (MILK) (5%), Rapeseed Oil, Sugar, Concentrated Tomato Purée (2.5%), Modified Maize Starch, Ground Spices, Garlic Purée, Ginger Purée, Salt, Ground Green Cardamom (0.5%), Acids (Lactic Acid, Citric Acid), Dried Fenugreek Leaf, Paprika Extract. 011308 505062 GUARANTEE: If you haven't enjoyed this product, please contact us quoting the code on the lid. Your statutory rights are not affected. A513Q03 AB World Foods Ltd., Leigh, WN7 5RS, UK. UK: 0800 0195 617 00195617",N/A
Pechuga de Pollo 92%,Hacendado,89.0,18.1,1.7,1.0,1.8675,1.0,8480000086679,"Pechuga de pollo (92%), agua, cloruro sódico, jarabe de glucosa, estabilizantes (E-451i, E-407), aroma natural, cloruro potásico, antioxidante (ascorbato sódico), conservador (nitrito sódico).",N/A
Chicken classic steaks,"Sainsbury's, Marks & Spencer",181.0,14.7,8.4,1.8,0.64,10.8,00239592,"chicken breast (56%), wheatflour, (gluten, calcium carbonate, iron, niacin, thiamin), water, rapeseed oil, wheat protein,, wheat starch, salt, Durum wheat semolina, wheat gluten, rice flour, yeast, dried spirit vinegar, dried garlic, dried onions, sugar, yeast extract, dried lemon herb extract, spice extract, ground white pepper, dried sage",N/A
